provider	dotPath	method	tier	rationale
simplefunctions	api.portfolio.strategy.update	PUT	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.ticks	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.ticks.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.ticks.retrieve	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.trades	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.trades.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.trades.retrieve	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.trigger	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.views	DELETE	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.views	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.views.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.portfolio.views.update	PUT	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.prompt	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.proxy.stt	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.proxy.tts	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.answer	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.briefing	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.calendar	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.calibration	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.congress.member	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.congress.members	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.contagion	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.context	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.crossVenue.pairs	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.crossVenue.stats	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.databento	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.diff	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.discuss	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.fred	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.glossary	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.glossary.entry	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.guide	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.highlights	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.ideas	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.ideas.byId	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.index	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.index.history	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.legislation	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.legislation.byBillId	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.liquidityByTheme	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.liveTickers	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.market	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.market.candles	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.market.history	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.marketMicrostructureHistory	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.markets	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.newmarkets	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.odds	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.oddsMd	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.opinions	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.opinions.entry	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.query	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.queryEcon	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.queryGov	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.regime.scan	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.scan	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.screen	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.screenByTickers	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.search	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.skill	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.skills	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.technicals	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.technicals.entry	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.theses	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.thesis	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.topic	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.tradMarkets	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.yieldCurves	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.public.yieldCurves.event	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.runtime.exec	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.runtime.exec.trigger	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.signup	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.skills	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis	DELETE	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.augment	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.byTicker	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.changes	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.context	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.evaluate	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.evaluations	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.fork	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.heartbeat	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.heartbeat.update	PATCH	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.nodes	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.positions	DELETE	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.positions.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.positions.list	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.positions.update	PATCH	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.prompt	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.publish	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.retrieve	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.signal	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.strategies	DELETE	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.strategies.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.strategies.list	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.strategies.update	PATCH	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.unpublish	DELETE	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.update	PATCH	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.videoData	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.videos.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.videos.list	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.thesis.whatif	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.tools	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.watch	DELETE	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.watch	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.watch.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.watch.identify	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.watch.refresh	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.watch.retrieve	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.watch.update	PATCH	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.webhookEndpoints	DELETE	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.webhookEndpoints	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.webhookEndpoints.create	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.webhookEndpoints.test	POST	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.webhookEndpoints.update	PATCH	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.x.account	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.x.news	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.x.search	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	api.x.volume	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.candles	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.heartbeat	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.markets	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.markets.featured	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.markets.retrieve	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.movers	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.orderbook	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.search	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.snapshot	GET	cheap	Public agent/world data API; no per-call USD compute cost
simplefunctions	data.v1.trades	GET	cheap	Public agent/world data API; no per-call USD compute cost
telegram	addStickerToSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	answerCallbackQuery	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	answerChatJoinRequestQuery	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	answerGuestQuery	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	answerInlineQuery	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	answerPreCheckoutQuery	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	answerShippingQuery	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	answerWebAppQuery	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	approveChatJoinRequest	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	approveSuggestedPost	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	banChatMember	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	banChatSenderChat	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	close	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	closeForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	closeGeneralForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	convertGiftToStars	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	copyMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	copyMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	createChatInviteLink	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	createChatSubscriptionInviteLink	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	createForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	createInvoiceLink	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	createNewStickerSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	declineChatJoinRequest	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	declineSuggestedPost	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteAllMessageReactions	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteBusinessMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteChatPhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteChatStickerSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteMessageReaction	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteMyCommands	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteStickerFromSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteStickerSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteStory	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	deleteWebhook	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editChatInviteLink	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editChatSubscriptionInviteLink	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editGeneralForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editMessageCaption	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editMessageChecklist	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editMessageLiveLocation	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editMessageMedia	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editMessageReplyMarkup	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editMessageText	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editStory	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	editUserStarSubscription	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	exportChatInviteLink	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	forwardMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	forwardMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getAvailableGifts	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getBusinessAccountGifts	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getBusinessAccountStarBalance	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getBusinessConnection	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getChat	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getChatAdministrators	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getChatGifts	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getChatMember	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getChatMemberCount	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getChatMenuButton	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getCustomEmojiStickers	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getFile	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getForumTopicIconStickers	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getGameHighScores	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getManagedBotAccessSettings	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getManagedBotToken	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getMe	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getMyCommands	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getMyDefaultAdministratorRights	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getMyDescription	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getMyName	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getMyShortDescription	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getMyStarBalance	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getStarTransactions	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getStickerSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getUpdates	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getUserChatBoosts	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getUserGifts	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getUserPersonalChatMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getUserProfileAudios	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getUserProfilePhotos	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	getWebhookInfo	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	giftPremiumSubscription	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	hideGeneralForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	leaveChat	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	logOut	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	pinChatMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	postStory	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	promoteChatMember	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	readBusinessMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	refundStarPayment	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	removeBusinessAccountProfilePhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	removeChatVerification	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	removeMyProfilePhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	removeUserVerification	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	reopenForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	reopenGeneralForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	replaceManagedBotToken	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	replaceStickerInSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	repostStory	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	restrictChatMember	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	revokeChatInviteLink	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	savePreparedInlineMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	savePreparedKeyboardButton	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendAnimation	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendAudio	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendChatAction	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendChatJoinRequestWebApp	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendChecklist	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendContact	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendDice	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendDocument	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendGame	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendGift	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendInvoice	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendLivePhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendLocation	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendMediaGroup	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendMessageDraft	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendPaidMedia	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendPhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendPoll	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendRichMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendRichMessageDraft	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendSticker	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendVenue	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendVideo	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendVideoNote	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	sendVoice	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setBusinessAccountBio	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setBusinessAccountGiftSettings	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setBusinessAccountName	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setBusinessAccountProfilePhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setBusinessAccountUsername	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatAdministratorCustomTitle	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatDescription	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatMemberTag	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatMenuButton	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatPermissions	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatPhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatStickerSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setChatTitle	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setCustomEmojiStickerSetThumbnail	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setGameScore	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setManagedBotAccessSettings	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setMessageReaction	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setMyCommands	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setMyDefaultAdministratorRights	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setMyDescription	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setMyName	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setMyProfilePhoto	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setMyShortDescription	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setPassportDataErrors	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setStickerEmojiList	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setStickerKeywords	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setStickerMaskPosition	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setStickerPositionInSet	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setStickerSetThumbnail	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setStickerSetTitle	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setUserEmojiStatus	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	setWebhook	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	stopMessageLiveLocation	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	stopPoll	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	transferBusinessAccountStars	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	transferGift	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	unbanChatMember	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	unbanChatSenderChat	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	unhideGeneralForumTopic	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	unpinAllChatMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	unpinAllForumTopicMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	unpinAllGeneralForumTopicMessages	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	unpinChatMessage	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	upgradeGift	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	uploadStickerFile	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	verifyChat	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
telegram	verifyUser	POST	cheap	Telegram Bot API; free, no per-call USD compute cost
thesportsdb	v1.allCountries	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.allLeagues	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.allSports	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventResults	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventsday	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventshighlights	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventslast	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventsnext	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventsnextleague	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventspastleague	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventsseason	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.eventstv	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.lookup.equipment	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.lookup.league	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.lookup.table	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.lookup.team	GET	cheap	Free public sports-data API; no per-call USD cost
thesportsdb	v1.lookup.venue	GET	cheap	Free public sports-data API; no per-call USD cost
